,t,p,v,q,pwm,fa,hover_throttle,T_sp
366,1758984373.104268,"[0.0001599901507367771, -7.81185986874652e-16, 0.911632421118377]","[-3.903283888307322e-15, -1.6298110644664812e-16, -2.0684433816341068e-15]","[1.0, -1.903737273641749e-16, 1.8916618609124588e-16, -6.3830861663059045e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-2.9297713249335488e-15, -1.802236700087179e-15, -52.11898076898158]",0.5,[28.014357968981578]
367,1758984373.1094055,"[0.00015999015073675768, -7.819088643160334e-16, 0.911632421118377]","[-3.885754336455668e-15, -1.445754882762618e-16, -2.0684433816341068e-15]","[1.0, -1.900262181524932e-16, 1.9612427746907928e-16, -6.387725787433345e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.0683196129128557e-15, -1.8030753451023107e-15, -52.11898076898158]",0.5,[28.014357968981578]
368,1758984373.1145484,"[0.00015999015073673835, -7.825398127432378e-16, 0.911632421118377]","[-3.8669680804203565e-15, -1.2618968544087789e-16, -2.0684433816341068e-15]","[1.0, -1.8966484896385908e-16, 2.0306593251977557e-16, -6.392365408240423e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.086814211594023e-15, -1.802630236933837e-15, -52.11898076898158]",0.5,[28.014357968981578]
369,1758984373.11968,"[0.0001599901507367191, -7.830832602559419e-16, 0.911632421118377]","[-3.847331092142897e-15, -1.0868950254081524e-16, -2.0684433816341068e-15]","[1.0, -1.891982888339782e-16, 2.0999619180201117e-16, -6.3970050287430005e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.0846886297920526e-15, -1.9309771051623486e-15, -52.11898076898158]",0.5,[28.014357968981578]
370,1758984373.1248295,"[0.00015999015073669997, -7.835393865099953e-16, 0.911632421118377]","[-3.827627483537305e-15, -9.122525081066755e-17, -2.0684433816341068e-15]","[1.0, -1.8862765386630218e-16, 2.1682496832116028e-16, -6.401644648956154e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.213978188835592e-15, -2.015748396401667e-15, -52.11898076898158]",0.5,[28.014357968981578]
371,1758984373.129977,"[0.00015999015073668094, -7.839087855406807e-16, 0.911632421118377]","[-3.8068704576731484e-15, -7.38798061370926e-17, -2.0684433816341068e-15]","[1.0, -1.8794623827203333e-16, 2.2364265004815896e-16, -6.406284268894213e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.2538764956953073e-15, -2.0720927780740004e-15, -52.11898076898158]",0.5,[28.014357968981578]
372,1758984373.1351273,"[0.00015999015073666202, -7.841917639456453e-16, 0.911632421118377]","[-3.785407666815501e-15, -5.65956809929165e-17, -2.0684433816341068e-15]","[1.0, -1.8715467110204242e-16, 2.304375903348818e-16, -6.410923888570798e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.296268697057202e-15, -2.1010354715878034e-15, -52.11898076898158]",0.5,[28.014357968981578]
373,1758984373.140269,"[0.0001599901507366432, -7.84388693126032e-16, 0.911632421118377]","[-3.763919023095081e-15, -3.9385836077338465e-17, -2.0684433816341068e-15]","[1.0, -1.8625333817226604e-16, 2.3712018303605614e-16, -6.415563507998855e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.440467837002548e-15, -2.1057844296257297e-15, -52.11898076898158]",0.5,[28.014357968981578]
374,1758984373.1454196,"[0.0001599901507366245, -7.845000091106394e-16, 0.911632421118377]","[-3.741246510494028e-15, -2.226319692148726e-17, -2.0684433816341068e-15]","[1.0, -1.852423843700403e-16, 2.437838239021674e-16, -6.4202031271906884e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.4725971699472404e-15, -2.1045519653114915e-15, -52.11898076898158]",0.5,[28.014357968981578]
375,1758984373.1505606,"[0.00015999015073660591, -7.845262125579004e-16, 0.911632421118377]","[-3.716842510111495e-15, -5.240689452178511e-18, -2.0684433816341068e-15]","[1.0, -1.841217173412824e-16, 2.505602251137021e-16, -6.424842746157995e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.333700637429034e-15, -2.089229597971779e-15, -52.11898076898158]",0.5,[28.014357968981578]
376,1758984373.155695,"[0.00015999015073658746, -7.84467868626092e-16, 0.911632421118377]","[-3.693175088824663e-15, 1.1668786361664827e-17, -2.0684433816341068e-15]","[1.0, -1.8289100605868665e-16, 2.572215461604266e-16, -6.429482364911891e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.4879655673543843e-15, -2.0663637194690706e-15, -52.11898076898158]",0.5,[28.014357968981578]
377,1758984373.1608384,"[0.0001599901507365691, -7.843255274744661e-16, 0.911632421118377]","[-3.668457851152386e-15, 2.846823032517944e-17, -2.0684433816341068e-15]","[1.0, -1.8155139866731023e-16, 2.6386729095076e-16, -6.434121983462941e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.5493840629379627e-15, -2.044660287662637e-15, -52.11898076898158]",0.5,[28.014357968981578]
378,1758984373.16599,"[0.0001599901507365509, -7.840995306461857e-16, 0.911632421118377]","[-3.642158915585228e-15, 4.519936565608048e-17, -2.0684433816341068e-15]","[1.0, -1.8010966986523247e-16, 2.706131074935403e-16, -6.438761601821191e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.467802296980475e-15, -2.0145199690626544e-15, -52.11898076898158]",0.5,[28.014357968981578]
379,1758984373.1710742,"[0.0001599901507365328, -7.837906328059284e-16, 0.911632421118377]","[-3.616658548118441e-15, 6.177956805146667e-17, -2.0684433816341068e-15]","[1.0, -1.7856479101916006e-16, 2.7722775692776595e-16, -6.4434012199961844e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.616351045070117e-15, -1.9492063606594102e-15, -52.11898076898158]",0.5,[28.014357968981578]
380,1758984373.1762712,"[0.00015999015073651487, -7.833996497935778e-16, 0.911632421118377]","[-3.589982790759408e-15, 7.819660247010846e-17, -2.0684433816341068e-15]","[1.0, -1.7691550749943012e-16, 2.8383065742499925e-16, -6.448040837996996e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-3.741225033954219e-15, -1.95862674918874e-15, -52.11898076898158]",0.5,[28.014357968981578]
381,1758984373.181363,"[0.00015999015073649706, -7.829274591781166e-16, 0.911632421118377]","[-3.561596507498749e-15, 9.443812309223445e-17, -2.0684433816341068e-15]","[1.0, -1.7516034023521092e-16, 2.9055156536666065e-16, -6.452680455832249e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-3.578305393914318e-15, -1.9000128330548222e-15, -52.11898076898158]",0.5,[28.014357968981578]
382,1758984373.186511,"[0.0001599901507364794, -7.823750009146971e-16, 0.911632421118377]","[-3.5331613174992657e-15, 1.1049165268392142e-16, -2.0684433816341068e-15]","[1.0, -1.7329758723884687e-16, 2.972721839150483e-16, -6.457320073510141e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-3.648213588529597e-15, -1.8827488105019785e-15, -52.11898076898158]",0.5,[28.014357968981578]
383,1758984373.191651,"[0.00015999015073646188, -7.817387050176399e-16, 0.911632421118377]","[-3.5034071444824473e-15, 1.2725917941143405e-16, -2.0684433816341068e-15]","[1.0, -1.7142390713549974e-16, 3.0410302233152658e-16, -6.461959691038463e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-3.603587294591995e-15, -1.7107770833439754e-15, -52.11898076898158]",0.5,[28.014357968981578]
384,1758984373.196794,"[0.0001599901507364445, -7.8101957686201495e-16, 0.911632421118377]","[-3.472602316660863e-15, 1.4382563112499272e-16, -2.0684433816341068e-15]","[1.0, -1.695369124578723e-16, 3.110397860336305e-16, -6.46659930842462e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-3.541486806381363e-15, -1.5967031921620196e-15, -52.11898076898158]",0.5,[28.014357968981578]
385,1758984373.2018974,"[0.0001599901507364273, -7.802186496693001e-16, 0.911632421118377]","[-3.441894573642373e-15, 1.601854385429756e-16, -2.0684433816341068e-15]","[1.0, -1.676342806390308e-16, 3.1797200897823166e-16, -6.471238925675651e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-3.613301121990189e-15, -1.4980188882171728e-15, -52.11898076898158]",0.5,[28.014357968981578]
386,1758984373.2070732,"[0.00015999015073641024, -7.793368938025192e-16, 0.911632421118377]","[-3.4118173372677865e-15, 1.763511733561672e-16, -2.0684433816341068e-15]","[1.0, -1.6571521364404736e-16, 3.247439739341564e-16, -6.4758785427982464e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-3.96423192526088e-15, -1.4665197965695603e-15, -52.11898076898158]",0.5,[28.014357968981578]
387,1758984373.2122047,"[0.00015999015073639333, -7.783750241029033e-16, 0.911632421118377]","[-3.382931227715615e-15, 1.9237393992319097e-16, -2.0684433816341068e-15]","[1.0, -1.637845818504522e-16, 3.311330130558352e-16, -6.479212650854142e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.460171269535321e-15, -1.4085125274927808e-15, -52.11898076898158]",0.5,[28.014357968981578]
388,1758984373.21735,"[0.00015999015073637655, -7.773341221014189e-16, 0.911632421118377]","[-3.353119053847638e-15, 2.0818040029689405e-16, -2.0684433816341068e-15]","[1.0, -1.618394984935344e-16, 3.3725999963453556e-16, -6.483852275522789e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.751315342873513e-15, -1.3755242716762734e-15, -52.11898076898158]",0.5,[28.014357968981578]
389,1758984373.2227068,"[0.00015999015073635994, -7.762152851589315e-16, 0.911632421118377]","[-3.3215599816078124e-15, 2.2376738849747085e-16, -2.0684433816341068e-15]","[1.0, -1.5987689287186794e-16, 3.432688641460679e-16, -6.4897974012437155e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.970324086105665e-15, -1.4545396911962896e-15, -52.11898076898158]",0.5,[28.014357968981578]
390,1758984373.2278397,"[0.00015999015073634348, -7.750196278716863e-16, 0.911632421118377]","[-3.2890670130690505e-15, 2.391314574490385e-16, -2.0684433816341068e-15]","[1.0, -1.5789351101718703e-16, 3.4915228842978065e-16, -6.494437010111607e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.845899707547975e-15, -1.3944295727384061e-15, -52.11898076898158]",0.5,[28.014357968981578]
391,1758984373.2329915,"[0.00015999015073632722, -7.737482038822409e-16, 0.911632421118377]","[-3.254049757699304e-15, 2.5428479788907185e-16, -2.0684433816341068e-15]","[1.0, -1.5588762879005206e-16, 3.551541579119204e-16, -6.500382135607347e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.485409894859074e-15, -1.3598077147702245e-15, -52.11898076898158]",0.5,[28.014357968981578]
392,1758984373.2381349,"[0.00015999015073631112, -7.724018137600909e-16, 0.911632421118377]","[-3.219641536522947e-15, 2.692780244300041e-16, -2.0684433816341068e-15]","[1.0, -1.538631959747604e-16, 3.610334018752116e-16, -6.505021744299841e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.454299546204989e-15, -1.3196043302624505e-15, -52.11898076898158]",0.5,[28.014357968981578]
393,1758984373.2432313,"[0.0001599901507362952, -7.709816275909123e-16, 0.911632421118377]","[-3.184809135676409e-15, 2.8403723383570765e-16, -2.0684433816341068e-15]","[1.0, -1.5181641392565903e-16, 3.668206710637532e-16, -6.509661360684346e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.419573801504117e-15, -1.268911968087761e-15, -52.11898076898158]",0.5,[28.014357968981578]
394,1758984373.2483778,"[0.00015999015073627946, -7.694888346765022e-16, 0.911632421118377]","[-3.147914018450164e-15, 2.9855858288202953e-16, -2.0684433816341068e-15]","[1.0, -1.4974330783881617e-16, 3.727248590305903e-16, -6.514300977002638e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.229436002359059e-15, -1.2583485759847657e-15, -52.11898076898158]",0.5,[28.014357968981578]
395,1758984373.2535155,"[0.0001599901507362639, -7.679242932090917e-16, 0.911632421118377]","[-3.1118284892286733e-15, 3.129082934821032e-16, -2.0684433816341068e-15]","[1.0, -1.4764729510932938e-16, 3.785065119853126e-16, -6.518940593238726e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.339737487282228e-15, -1.234118003571399e-15, -52.11898076898158]",0.5,[28.014357968981578]
396,1758984373.25866,"[0.00015999015073624853, -7.662891530583193e-16, 0.911632421118377]","[-3.073729871969215e-15, 3.2702803015447895e-16, -2.0684433816341068e-15]","[1.0, -1.455257632511167e-16, 3.8440948242205696e-16, -6.52358020939663e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.203093434521808e-15, -1.2175219064145473e-15, -52.11898076898158]",0.5,[28.014357968981578]
397,1758984373.2637851,"[0.00015999015073623336, -7.645846642483132e-16, 0.911632421118377]","[-3.0364561738340324e-15, 3.408977620012153e-16, -2.0684433816341068e-15]","[1.0, -1.433742172429712e-16, 3.9019389391545985e-16, -6.528219825480221e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.3375589148092365e-15, -1.1964087044165706e-15, -52.11898076898158]",0.5,[28.014357968981578]
398,1758984373.2689185,"[0.00015999015073621837, -7.628120994441597e-16, 0.911632421118377]","[-2.997205744162785e-15, 3.545129608306944e-16, -2.0684433816341068e-15]","[1.0, -1.4118799336770536e-16, 3.96099046680842e-16, -6.532859441493178e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.224051386039919e-15, -1.1849918217362482e-15, -52.11898076898158]",0.5,[28.014357968981578]
399,1758984373.2740526,"[0.00015999015073620357, -7.609752906494214e-16, 0.911632421118377]","[-2.9587926885921286e-15, 3.6736175894765906e-16, -2.0684433816341068e-15]","[1.0, -1.3890100515054056e-16, 4.018845019700207e-16, -6.53880456638362e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.400596919311399e-15, -1.257793542700373e-15, -52.11898076898158]",0.5,[28.014357968981578]
400,1758984373.2791355,"[0.00015999015073618898, -7.590755146085149e-16, 0.911632421118377]","[-2.9184498066308377e-15, 3.799552081812973e-16, -2.0684433816341068e-15]","[1.0, -1.3650997046788608e-16, 4.0779241626311203e-16, -6.544749683426089e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.244118334218012e-15, -1.2759433693486598e-15, -52.11898076898158]",0.5,[28.014357968981578]
401,1758984373.2842693,"[0.0001599901507361746, -7.571138347908647e-16, 0.911632421118377]","[-2.878845786640504e-15, 3.9233596353004553e-16, -2.0684433816341068e-15]","[1.0, -1.340172753154922e-16, 4.13577327594678e-16, -6.553305818295044e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.4430445526430695e-15, -1.291981855803128e-15, -52.11898076898158]",0.5,[28.014357968981578]
402,1758984373.2894144,"[0.0001599901507361604, -7.550913725234209e-16, 0.911632421118377]","[-2.8388382137627132e-15, 4.044924534887395e-16, -2.0684433816341068e-15]","[1.0, -1.3142512109128445e-16, 4.192632975640072e-16, -6.564472955444591e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.627222059689302e-15, -1.2899700599466493e-15, -52.11898076898158]",0.5,[28.014357968981578]
403,1758984373.294556,"[0.0001599901507361464, -7.530060206725285e-16, 0.911632421118377]","[-2.7982945929422697e-15, 4.1707037017849967e-16, -2.0684433816341068e-15]","[1.0, -1.288129130586252e-16, 4.248527095810235e-16, -6.5769455859279446e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.758682354629139e-15, -1.1647775099584724e-15, -52.11898076898158]",0.5,[28.014357968981578]
404,1758984373.2997048,"[0.0001599901507361326, -7.508589727236193e-16, 0.911632421118377]","[-2.7572571099790994e-15, 4.2940958978183626e-16, -2.0684433816341068e-15]","[1.0, -1.261824938152572e-16, 4.303387146057411e-16, -6.590723717565799e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.8751676965641474e-15, -1.0740601319277788e-15, -52.11898076898158]",0.5,[28.014357968981578]
405,1758984373.304854,"[0.00015999015073611903, -7.486514381455885e-16, 0.911632421118377]","[-2.715692927888427e-15, 4.415069156061777e-16, -2.0684433816341068e-15]","[1.0, -1.2353556199054844e-16, 4.3572142778184955e-16, -6.605807350395086e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.964994925061144e-15, -1.0030963269768475e-15, -52.11898076898158]",0.5,[28.014357968981578]
406,1758984373.309997,"[0.00015999015073610566, -7.463849139209041e-16, 0.911632421118377]","[-2.673606997654487e-15, 4.533048449368779e-16, -2.0684433816341068e-15]","[1.0, -1.20867820116276e-16, 4.410003038699448e-16, -6.6221964844315884e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.027799008129868e-15, -9.516352653077937e-16, -52.11898076898158]",0.5,[28.014357968981578]
407,1758984373.3151238,"[0.00015999015073609252, -7.440602893674098e-16, 0.911632421118377]","[-2.6310415065025654e-15, 4.649249106988557e-16, -2.0684433816341068e-15]","[1.0, -1.1818825645044418e-16, 4.461702370148204e-16, -6.639891119690256e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.0629734597033004e-15, -8.88722961636683e-16, -52.11898076898158]",0.5,[28.014357968981578]
408,1758984373.320232,"[0.0001599901507360796, -7.416788181972354e-16, 0.911632421118377]","[-2.588015794246223e-15, 4.7629423403489e-16, -2.0684433816341068e-15]","[1.0, -1.1549815447310103e-16, 4.512259135227661e-16, -6.6588912561853e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.077304123472343e-15, -8.298237889588794e-16, -52.11898076898158]",0.5,[28.014357968981578]
409,1758984373.3252883,"[0.00015999015073606688, -7.39242038192911e-16, 0.911632421118377]","[-2.5443994285657627e-15, 4.873560008648625e-16, -2.0684433816341068e-15]","[1.0, -1.1279281052973772e-16, 4.561818756286546e-16, -6.6765858760409814e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.0055354478452325e-15, -7.706681916394808e-16, -52.11898076898158]",0.5,[28.014357968981578]
410,1758984373.3304,"[0.00015999015073605438, -7.367512284046264e-16, 0.911632421118377]","[-2.49876130816514e-15, 4.981619576569355e-16, -2.0684433816341068e-15]","[1.0, -1.1007324865286075e-16, 4.612646323910806e-16, -6.695586012727706e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.803215909504153e-15, -7.417870593440585e-16, -52.11898076898158]",0.5,[28.014357968981578]
411,1758984373.335514,"[0.0001599901507360421, -7.342073286310421e-16, 0.911632421118377]","[-2.4539431109836654e-15, 5.087799547168585e-16, -2.0684433816341068e-15]","[1.0, -1.073479340912175e-16, 4.662207658886055e-16, -6.7132806328043195e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.905796673511279e-15, -7.018280587233313e-16, -52.11898076898158]",0.5,[28.014357968981578]
412,1758984373.3406222,"[0.00015999015073603007, -7.316156635282632e-16, 0.911632421118377]","[-2.4073942739898706e-15, 5.1833302055578715e-16, -2.0684433816341068e-15]","[1.0, -1.0452437786753751e-16, 4.712863940725487e-16, -6.7335862786457615e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.7755303842670745e-15, -7.941763633794467e-16, -52.11898076898158]",0.5,[28.014357968981578]
413,1758984373.3457322,"[0.00015999015073601825, -7.289782590452893e-16, 0.911632421118377]","[-2.361731831777903e-15, 5.274808965947865e-16, -2.0684433816341068e-15]","[1.0, -1.01595665450187e-16, 4.762265236408507e-16, -6.752586400082529e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.935318484248779e-15, -8.617573115985041e-16, -52.11898076898158]",0.5,[28.014357968981578]
414,1758984373.3508232,"[0.00015999015073600668, -7.262937117681711e-16, 0.911632421118377]","[-2.3138609092382376e-15, 5.369094554236264e-16, -2.0622229782917166e-15]","[1.0, -9.862286216282324e-17, 4.813410110967433e-16, -6.75736026566279e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.743821927508975e-15, -7.925808585618914e-16, -52.11898076898158]",0.5,[28.014357968981578]
415,1758984373.355925,"[0.00015999015073599535, -7.235613049466445e-16, 0.911632421118377]","[-2.2672127496260416e-15, 5.464813643053117e-16, -2.0622229782917166e-15]","[1.0, -9.564589163122088e-17, 4.86323488057431e-16, -6.7600604471936964e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-4.935823377447909e-15, -6.683387658771782e-16, -52.11898076898158]",0.5,[28.014357968981578]
416,1758984373.3610325,"[0.00015999015073598423, -7.207831551220522e-16, 0.911632421118377]","[-2.2203564276726993e-15, 5.556299649184548e-16, -2.0622229782917166e-15]","[1.0, -9.26574222493085e-17, 4.911838112109887e-16, -6.761455132259089e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.124868959716144e-15, -6.015943305865705e-16, -52.11898076898158]",0.5,[28.014357968981578]
417,1758984373.3661497,"[0.00015999015073597336, -7.179606412300007e-16, 0.911632421118377]","[-2.173067969646857e-15, 5.64502778410295e-16, -2.0622229782917166e-15]","[1.0, -8.965930183775536e-17, 4.959271974640757e-16, -6.761544316065289e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.27893410535522e-15, -5.4837473973486445e-16, -52.11898076898158]",0.5,[28.014357968981578]
418,1758984373.3712592,"[0.00015999015073596274, -7.150952316346889e-16, 0.911632421118377]","[-2.125350968270115e-15, 5.73081919062365e-16, -2.0622229782917166e-15]","[1.0, -8.665156215263737e-17, 5.005500065636212e-16, -6.76032799858805e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.381313564495688e-15, -5.016684091763334e-16, -52.11898076898158]",0.5,[28.014357968981578]
419,1758984373.376346,"[0.00015999015073595236, -7.121887566703726e-16, 0.911632421118377]","[-2.0771809760365977e-15, 5.81294992863251e-16, -2.0622229782917166e-15]","[1.0, -8.362656355627463e-17, 5.050532764057721e-16, -6.757806179816165e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.419433309188972e-15, -4.668382218082733e-16, -52.11898076898158]",0.5,[28.014357968981578]
420,1758984373.3814628,"[0.00015999015073594222, -7.092429803089971e-16, 0.911632421118377]","[-2.02860732484465e-15, 5.891552722750925e-16, -2.0622229782917166e-15]","[1.0, -8.057828276904303e-17, 5.094317311822951e-16, -6.7539788597390125e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.505107491877971e-15, -4.509813386050098e-16, -52.11898076898158]",0.5,[28.014357968981578]
421,1758984373.3865788,"[0.00015999015073593233, -7.062594099671759e-16, 0.911632421118377]","[-1.97962635731139e-15, 5.96714068364258e-16, -2.0622229782917166e-15]","[1.0, -7.750645960183159e-17, 5.136924193033072e-16, -6.750151547291118e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.570423326086237e-15, -4.300907944454013e-16, -52.11898076898158]",0.5,[28.014357968981578]
422,1758984373.3916857,"[0.00015999015073592268, -7.032424146021471e-16, 0.911632421118377]","[-1.928624574716931e-15, 6.033990730057585e-16, -2.0622229782917166e-15]","[1.0, -7.433599891553146e-17, 5.18054773911752e-16, -6.7463242346787244e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.347093628607577e-15, -4.956885734027849e-16, -52.11898076898158]",0.5,[28.014357968981578]
423,1758984373.3967993,"[0.00015999015073591327, -7.001935725805744e-16, 0.911632421118377]","[-1.878592195502156e-15, 6.097684043145376e-16, -2.0622229782917166e-15]","[1.0, -7.106645314257278e-17, 5.222746859728833e-16, -6.742496921890606e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.453800761644127e-15, -5.251809000083602e-16, -52.11898076898158]",0.5,[28.014357968981578]
424,1758984373.4019086,"[0.00015999015073590414, -6.971106789678335e-16, 0.911632421118377]","[-1.8283145414245513e-15, 6.16578722548186e-16, -2.0622229782917166e-15]","[1.0, -6.779329426741257e-17, 5.263736159084293e-16, -6.738669608935414e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.5507654203563e-15, -4.0487957432755885e-16, -52.11898076898158]",0.5,[28.014357968981578]
425,1758984373.4070385,"[0.00015999015073589525, -6.93995368904218e-16, 0.911632421118377]","[-1.7777406622223626e-15, 6.230620127230874e-16, -2.0622229782917166e-15]","[1.0, -6.45158505156054e-17, 5.303424773341292e-16, -6.734842295821418e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.67104400683171e-15, -3.2168479855704527e-16, -52.11898076898158]",0.5,[28.014357968981578]
426,1758984373.4121773,"[0.0001599901507358866, -6.908492833451645e-16, 0.911632421118377]","[-1.726709331684195e-15, 6.292171118107048e-16, -2.0622229782917166e-15]","[1.0, -6.123337804172913e-17, 5.341940253284379e-16, -6.731014982556482e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-5.7588527817347055e-15, -2.5991504361064456e-16, -52.11898076898158]",0.5,[28.014357968981578]
427,1758984373.417341,"[0.00015999015073587822, -6.876739894651997e-16, 0.911632421118377]","[-1.6772025523776043e-15, 6.350587759929501e-16, -2.0622229782917166e-15]","[1.0, -5.794677802051118e-17, 5.376637089944916e-16, -6.727187669148079e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-6.165085648306931e-15, -2.1233225355615265e-16, -52.11898076898158]",0.5,[28.014357968981578]
428,1758984373.4224408,"[0.0001599901507358701, -6.844705065129949e-16, 0.911632421118377]","[-1.6277470090811607e-15, 6.406965904409635e-16, -2.0622229782917166e-15]","[1.0, -5.465517082728831e-17, 5.407584806363055e-16, -6.723360355603312e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-6.381472255067663e-15, -1.3886651683671004e-16, -52.11898076898158]",0.5,[28.014357968981578]
429,1758984373.427518,"[0.0001599901507358622, -6.812402530796033e-16, 0.911632421118377]","[-1.5780438496477422e-15, 6.460506866783122e-16, -2.0622229782917166e-15]","[1.0, -5.136275682008565e-17, 5.434831886967699e-16, -6.7195330419289336e-18]","[0.5602871593796317, 0.5602871593796317, 0.5602871593796315, 0.5602871593796315]","[-6.482901747835774e-15, -7.035217953339514e-17, -52.11898076898158]",0.5,[28.014357968981578]
